1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.857142857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.628571429	0.628571429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.914285714	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	1	0	0	0	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.714285714	1	0	0	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.714285714	0.8	1	0	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.571428571	0.571428571	0.571428571	1	0	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.571428571	0.571428571	0.571428571	0.714285714	1	0	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.571428571	0.571428571	0.571428571	0.714285714	0.8	1	0	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	1	0	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.628571429	1	0	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.628571429	0.7	1	0
0	0	0	0.142857143	0.142857143	0.228571429	0.342857143	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.485714286	0.628571429	0.7	0.8	1
